,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,lastTransfer,agentsTransfer
259,14.44,0,0,1,437012,,European Paintings,1914.0,"Painting, cassone panel",King Solomon and the Queen of Sheba,,,,,,10799,Artist, ,Master of Lecceto,"Italian, Sienese, third quarter 15th century", ,Master of Lecceto,Italian,1450      ,1474      ,,(not assigned),https://www.wikidata.org/wiki/Q21851408,,1450,1474,"Tempera on wood, embossed and gilt ornament","Overall 20 3/4 x 70 1/8 in. (52.7 x 178.1 cm); left, painted surface 13 7/8 x 24 1/2 in. (35.2 x 62.2 cm); right, painted surface 14 x 24 3/4 in. (35.6 x 62.9 cm)","Rogers Fund, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437012,https://www.wikidata.org/wiki/Q19912050,,"Metropolitan Museum of Art, New York, NY",Camels|Horses|Crowd|Carts|Wagons,http://vocab.getty.edu/page/aat/300250139|http://vocab.getty.edu/page/aat/300250148| |http://vocab.getty.edu/page/aat/300212695|http://vocab.getty.edu/page/aat/300215710,https://www.wikidata.org/wiki/Q7375|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q13430821|https://www.wikidata.org/wiki/Q234668|https://www.wikidata.org/wiki/Q859281,Purchase,Rogers Fund
260,65.181.5,0,0,1,437014,624.0,European Paintings,1965.0,Painting,"Madonna and Child with the Donor, Pietro de' Lardi, Presented by Saint Nicholas",,,,,,10801,Artist, ,"Master G.Z. (possibly Michele dai Carri, Italian, Ferrara, active by 1405–died 1441 Ferrara)", , ,Master G.Z.,Italian,1405      ,1441      ,,(not assigned),https://www.wikidata.org/wiki/Q21850319,ca. 1420–30,1420,1430,Tempera and gold on wood,Overall 45 7/8 x 43 5/8 in. (116.5 x 110.8 cm); painted surface 44 1/8 x 41 3/4 in. (112.1 x 106 cm),"Bequest of Adele L. Lehman, in memory of Arthur Lehman, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437014,https://www.wikidata.org/wiki/Q19911674,,"Metropolitan Museum of Art, New York, NY",Men|Madonna and Child|Coat of Arms|Saint Nicholas,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300126352|http://vocab.getty.edu/page/ulan/500353854,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q14659|https://www.wikidata.org/wiki/Q44269,Bequest,Adele L. Lehman
261,64.189.1,0,0,1,437015,,European Paintings,1964.0,Painting fragment,Madonna and Child,,,,,,16540,Artist, ,Master of the Magdalen,"Italian, Florence, active 1265–95", ,Master of the Magdalen,Italian,1265      ,1295      ,,http://vocab.getty.edu/page/ulan/500023204,https://www.wikidata.org/wiki/Q1117749,ca. 1280,1275,1285,Tempera on wood,"Irregular, 29 1/2 x 18 1/4 in. (74.9 x 46.4 cm)","Gift of Irma N. Straus, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437015,https://www.wikidata.org/wiki/Q19911894,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699,Gift,Irma N. Straus
262,41.100.8,0,0,1,437016,304.0,European Paintings,1941.0,"Painting, triptych",Madonna and Child Enthroned,,,,,,16540,Artist, ,Master of the Magdalen,"Italian, Florence, active 1265–95", ,Master of the Magdalen,Italian,1265      ,1295      ,,http://vocab.getty.edu/page/ulan/500023204,https://www.wikidata.org/wiki/Q1117749,,1265,1295,"Tempera on wood, gold ground",Central panel 16 x 11 1/8 in. (40.6 x 28.3 cm); left wing 15 x 5 5/8 in. (38.1 x 14.3 cm); right wing 15 x 5 1/2 in. (38.1 x 14 cm),"Gift of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437016,https://www.wikidata.org/wiki/Q19905467,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Crucifixion|Saints|Bearing the Cross|Last Supper|Flagellation|Christ,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901001193|http://vocab.getty.edu/page/ia/901000357|http://vocab.getty.edu/page/aat/300404328|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q3399226|https://www.wikidata.org/wiki/Q51633|https://www.wikidata.org/wiki/Q2033105|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q642420,Gift,George Blumenthal
263,41.190.31bc,0,1,1,437018,,European Paintings,1941.0,"Painting, wings of a triptych",Saints and Scenes from the Life of the Virgin,,,,,,16211,Artist, ,Master of Monte Oliveto,"Italian, active Siena ca. 1305–35", ,Master of Monte Oliveto,Italian,1305      ,1335      ,,http://vocab.getty.edu/page/ulan/500008161,https://www.wikidata.org/wiki/Q18508515,ca. 1320,1315,1325,"Tempera on wood, gold ground","Left wing, overall, with engaged frame, 25 1/4 x 9 1/4 in. (64.1 x 23.5 cm), painted surface 23 3/8 x 7 1/2 in. (59.4 x 19.1 cm); right wing, overall, with engaged frame, 25 1/8 x 9 3/8 in. (63.8 x 23.8 cm), painted surface 23 1/2 x 7 1/2 in. (59.7 x 19.1 cm)","Bequest of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437018,https://www.wikidata.org/wiki/Q19905383,,"Metropolitan Museum of Art, New York, NY",Adoration of the Magi|Annunciation|Nativity|Adoration of the Shepherds|Mary Magdalene|Saint John the Baptist|Virgin Mary|Archangel Gabriel,http://vocab.getty.edu/page/ia/901000083|http://vocab.getty.edu/page/aat/300412102|http://vocab.getty.edu/page/ia/901000124|http://vocab.getty.edu/page/ia/901000229|http://vocab.getty.edu/page/ia/901000161|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/ia/901000493,https://www.wikidata.org/wiki/Q488841|https://www.wikidata.org/wiki/Q154326|https://www.wikidata.org/wiki/Q1029715|https://www.wikidata.org/wiki/Q63070|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q51628|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q81989,Bequest,George Blumenthal
264,18.117.1a–c,0,1,1,437019,,European Paintings,1918.0,"Painting, triptych",Madonna and Child Enthroned,,,,,,16211,Artist, ,Master of Monte Oliveto,"Italian, active Siena ca. 1305–35", ,Master of Monte Oliveto,Italian,1305      ,1335      ,,http://vocab.getty.edu/page/ulan/500008161,https://www.wikidata.org/wiki/Q18508515,,1305,1335,"Tempera on wood, gold ground","Shaped top: central panel, overall, with engaged frame, 30 5/8 x 16 1/2 in. (77.8 x 41.9 cm), painted surface 27 3/8 x 14 in. (69.5 x 35.6 cm); left wing, overall, with engaged frame, 30 3/8 x 8 1/8 in. (77.2 x 20.6 cm); right wing, overall, with engaged frame, 30 1/2 x 8 1/4 in. (77.5 x 21 cm)","Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437019,https://www.wikidata.org/wiki/Q19905444,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Crucifixion|Saint Francis|Saint John the Baptist|Saint Paul|Saint Peter|Bearing the Cross|Lamentation|Flagellation|Christ,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ulan/500349636|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/ia/901001058|http://vocab.getty.edu/page/ia/901000056|http://vocab.getty.edu/page/ia/901001193|http://vocab.getty.edu/page/ia/901001196|http://vocab.getty.edu/page/aat/300404328|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q676555|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q9200|https://www.wikidata.org/wiki/Q33923|https://www.wikidata.org/wiki/Q3399226|https://www.wikidata.org/wiki/Q3155356|https://www.wikidata.org/wiki/Q2033105|https://www.wikidata.org/wiki/Q642420,Purchase,Rogers Fund
265,27.231ab,0,0,1,437020,,European Paintings,1927.0,Painting,Crucifix,,,,,,16541,Artist, ,Master of the Orcagnesque Misericordia,"Italian, Florence, active second half 14th century", ,Master of the Orcagnesque Misericordia,Italian,1350      ,1399      ,,http://vocab.getty.edu/page/ulan/500022992,https://www.wikidata.org/wiki/Q3960740,1370–75,1370,1375,"Tempera on wood, gold ground",18 x 13 1/4 in. (45.7 x 33.7 cm),"Gift of Samuel H. Kress, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437020,https://www.wikidata.org/wiki/Q19905384,,"Metropolitan Museum of Art, New York, NY",Saint Anthony|Saint Francis|Saint John the Evangelist|Christ|Virgin Mary,http://vocab.getty.edu/page/ia/901001255|http://vocab.getty.edu/page/ulan/500349636|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q170547|https://www.wikidata.org/wiki/Q676555|https://www.wikidata.org/wiki/Q328804|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345,Gift,Samuel H. Kress
266,1981.365.2,0,1,1,437021,624.0,European Paintings,1981.0,Painting,Head of Christ,,,,,,16541,Artist, ,Master of the Orcagnesque Misericordia,"Italian, Florence, active second half 14th century", ,Master of the Orcagnesque Misericordia,Italian,1350      ,1399      ,,http://vocab.getty.edu/page/ulan/500022992,https://www.wikidata.org/wiki/Q3960740,,1350,1399,"Tempera on wood, gold ground","Overall, with engaged frame, 11 5/8 x 8 1/8 in. (29.5 x 20.6 cm); painted surface 9 5/8 x 6 1/8 in. (24.4 x 15.6 cm)","Gift of The Jack and Belle Linsky Foundation, 1981",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437021,https://www.wikidata.org/wiki/Q20167849,,"Metropolitan Museum of Art, New York, NY",Angels|Christ,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q642420,Gift,The Jack and Belle Linsky Foundation
267,49.39,0,0,1,437023,,European Paintings,1949.0,Painting,Madonna and Child Enthroned with Angels,,,,,,11863,Artist, ,Master of Varlungo,"Italian, Florentine, active ca. 1285–ca. 1310", ,Master of Varlungo,Italian,1285      ,1310      ,,http://vocab.getty.edu/page/ulan/500000570,https://www.wikidata.org/wiki/Q21289491,,1275,1299,"Tempera on wood, silver ground",Overall 51 1/4 x 32 5/8 in. (130.2 x 82.9 cm); painted surface 50 1/4 x 28 in. (127.6 x 71.1 cm),"Gift of Robert Lehman, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437023,https://www.wikidata.org/wiki/Q19912052,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q235113,Gift,Robert Lehman
268,32.100.79,0,0,1,437024,,European Paintings,1932.0,Painting,Madonna and Child with the Infant Saint John the Baptist and Angels,,,,,,10798,Artist, ,Master called Pseudo-Pier Francesco Fiorentino,"Italian, Florentine, active ca. 1460–1500", ,Master called Pseudo-Pier Francesco Fiorentino,Italian,1460      ,1500      ,,http://vocab.getty.edu/page/ulan/500027302,https://www.wikidata.org/wiki/Q18577975,,1460,1500,Tempera and gold on wood,33 3/8 x 23 3/4 in. (84.8 x 60.3 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437024,https://www.wikidata.org/wiki/Q19912300,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saint John the Baptist|Doves|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/aat/300250045|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q2984138|https://www.wikidata.org/wiki/Q235113,Collection,Michael Friedsam
269,32.100.87,0,0,1,437031,,European Paintings,1932.0,Painting,Madonna and Child Enthroned with Saints James Minor and Lucy,,,,,,10874,Artist, ,Marco di Paolo Veneziano,"Italian, Venetian, active 1362–90", ,Marco di Paolo Veneziano,Italian,1362      ,1390      ,,http://vocab.getty.edu/page/ulan/500329869,https://www.wikidata.org/wiki/Q98687170,,1362,1390,"Tempera on wood, gold ground",12 1/4 x 17 1/4 in. (31.1 x 43.8 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437031,https://www.wikidata.org/wiki/Q19912249,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saints|Virgin Mary,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q345,Collection,Michael Friedsam
270,65.234,0,0,1,437038,956.0,European Paintings,1965.0,Painting,Madonna and Child with Saints Jerome and Mary Magdalen,,,,,,16552,Artist, ,Matteo di Giovanni di Bartolo,"Italian, Siena ca. 1430–1497 Siena", ,Matteo di Giovanni di Bartolo,Italian,1430      ,1497      ,,http://vocab.getty.edu/page/ulan/500025991,https://www.wikidata.org/wiki/Q1373474,,1452,1495,Tempera and gold on wood,24 1/4 x 17 3/4 in. (61.5 x 45.1 cm),"Gift of Robert Lehman, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437038,https://www.wikidata.org/wiki/Q19912379,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Mary Magdalene|Saint Jerome,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901000161|http://vocab.getty.edu/page/ulan/500060933,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q63070|https://www.wikidata.org/wiki/Q44248,Gift,Robert Lehman
271,43.98.6,0,1,1,437063,,European Paintings,1943.0,Painting,Madonna and Child with Saints and Angels,,,,,,10802,Artist, ,Lippo Memmi (Filippo di Memmo),"Italian, Sienese, active by 1317–died 1356", ,"Memmi, Lippo (Filippo di Memmo)",Italian,1317      ,1356      ,,http://vocab.getty.edu/page/ulan/500031555,https://www.wikidata.org/wiki/Q504963,ca. 1350,1345,1355,"Tempera on wood, gold ground","Overall, with shaped top and engaged (partially modern) frame, 26 1/4 x 13 in. (66.7 x 33 cm); painted surface 19 3/4 x 10 1/8 in. (50.2 x 25.7 cm); predella 1 1/2 x 10 in. (3.8 x 25.4 cm)","Maitland F. Griggs Collection, Bequest of Maitland F. Griggs, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437063,https://www.wikidata.org/wiki/Q19905469,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saint Francis|Saint John the Baptist|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ulan/500349636|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q676555|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q235113,Collection,Maitland F. Griggs
272,64.189.2,0,0,1,437064,,European Paintings,1964.0,"Painting, part of an altarpiece",Saint Clare,,,,,,10802,Artist, ,Lippo Memmi (Filippo di Memmo),"Italian, Sienese, active by 1317–died 1356", ,"Memmi, Lippo (Filippo di Memmo)",Italian,1317      ,1356      ,,http://vocab.getty.edu/page/ulan/500031555,https://www.wikidata.org/wiki/Q504963,ca. 1330,1325,1335,"Tempera on wood, gold ground","Overall, with shaped top and engaged (modern) frame, 19 x 8 in. (48.3 x 20.3 cm); painted surface 15 1/2 x 7 1/2 in. (39.4 x 19.1 cm)","Gift of Irma N. Straus, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437064,https://www.wikidata.org/wiki/Q19905446,,"Metropolitan Museum of Art, New York, NY",Women|Saints|Books,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300028051,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q571,Gift,Irma N. Straus
273,88.3.99,0,0,1,437065,624.0,European Paintings,1888.0,"Painting, part of an altarpiece",Saint Paul,,,,,,10802,Artist, ,Lippo Memmi (Filippo di Memmo),"Italian, Sienese, active by 1317–died 1356", ,"Memmi, Lippo (Filippo di Memmo)",Italian,1317      ,1356      ,,http://vocab.getty.edu/page/ulan/500031555,https://www.wikidata.org/wiki/Q504963,ca. 1330,1325,1335,"Tempera on wood, gold ground","Overall, with arched top and engaged frame, 37 3/4 x 19 in. (95.9 x 48.3 cm); painted surface 35 1/8 x 16 1/2 in. (89.2 x 41.9 cm)","Gift of Coudert Brothers, 1888",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437065,https://www.wikidata.org/wiki/Q19911642,,"Metropolitan Museum of Art, New York, NY",Swords|Saint Paul,http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/ia/901001058,https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q9200,Gift,Coudert Brothers
274,27.41,0,0,1,437081,,European Paintings,1927.0,Painting,Madonna and Child with the Infant Saint John the Baptist,,,,,,10804,Artist, ,Michele da Verona (Michele di Zenone),"Italian, Verona 1470–1536/37 Verona (?)", ,Michele da Verona (Michele di Zenone),Italian,1470      ,1537      ,,http://vocab.getty.edu/page/ulan/500022590,https://www.wikidata.org/wiki/Q3311323,probably late 1490s,1497,1499,Tempera and oil on wood,29 x 22 3/4 in. (73.7 x 57.8 cm),"Anonymous Gift, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437081,https://www.wikidata.org/wiki/Q19912020,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saint John the Baptist|Cross,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/aat/300235443,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q40843,Gift,
275,43.98.7,0,1,1,437083,624.0,European Paintings,1943.0,Painting,The Marriage of the Virgin,,,,,,16541,Artist, ,Michelino da Besozzo (Michelino de Mulinari),"Italian, Lombardy, active 1388–1450", ,Michelino da Besozzo (Michelino de Mulinari),Italian,1388      ,1450      ,,http://vocab.getty.edu/page/ulan/500030388,https://www.wikidata.org/wiki/Q2517498,ca. 1430,1425,1435,Tempera and gold on wood,25 5/8 x 18 3/4 in. (65.1 x 47.6 cm),"Maitland F. Griggs Collection, Bequest of Maitland F. Griggs, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437083,https://www.wikidata.org/wiki/Q3967211,,"Metropolitan Museum of Art, New York, NY",Men|Saints|Birds|Joseph|Marriage of the Virgin|Virgin Mary,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/ia/901000027|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q128267|https://www.wikidata.org/wiki/Q3291129|https://www.wikidata.org/wiki/Q345,Collection,Maitland F. Griggs
276,1993.20,0,0,1,437101,618.0,European Paintings,1993.0,Painting,The Rest on the Flight into Egypt,,,,,,16418,Artist, ,Pier Francesco Mola,"Italian, Coldrerio 1612–1666 Rome", ,"Mola, Pier Francesco",Italian,1612      ,1666      ,,http://vocab.getty.edu/page/ulan/500025440,https://www.wikidata.org/wiki/Q1192715,,1632,1666,Oil on copper,9 x 11 in. (22.9 x 27.9 cm),"Wrightsman Fund, 1993",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437101,https://www.wikidata.org/wiki/Q19905350,,"Metropolitan Museum of Art, New York, NY",Donkeys|Holy Family|Angels,http://vocab.getty.edu/page/aat/300265959|http://vocab.getty.edu/page/ia/901001175|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q3537778|https://www.wikidata.org/wiki/Q618057|https://www.wikidata.org/wiki/Q235113,Purchase,Wrightsman Fund
277,09.102,0,0,1,437144,,European Paintings,1909.0,Painting,Madonna Adoring the Child,,,,,,10806,Artist, ,Bartolomeo Montagna (Bartolomeo Cincani),"Italian, Vicentine, before 1459–1523", ,"Montagna, Bartolomeo (Bartolomeo Cincani)",Italian,1459      ,1523      ,,http://vocab.getty.edu/page/ulan/500029837,https://www.wikidata.org/wiki/Q809507,,1479,1523,Oil(?) on wood,24 3/4 x 20 1/2 in. (62.9 x 52.1 cm),"Rogers Fund, 1909",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437144,https://www.wikidata.org/wiki/Q19912251,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Jesus,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q302,Purchase,Rogers Fund
278,14.40.606,0,0,1,437145,606.0,European Paintings,1914.0,Painting fragment,Saint Justina of Padua,,,,,,10806,Artist, ,Bartolomeo Montagna (Bartolomeo Cincani),"Italian, Vicentine, before 1459–1523", ,"Montagna, Bartolomeo (Bartolomeo Cincani)",Italian,1459      ,1523      ,,http://vocab.getty.edu/page/ulan/500029837,https://www.wikidata.org/wiki/Q809507,1490s,1490,1499,Oil on wood,"Overall, with added strips, 19 1/2 x 15 1/8 in. (49.5 x 38.4 cm); painted surface 19 1/8 x 14 3/4 in. (48.6 x 37.5 cm)","Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437145,https://www.wikidata.org/wiki/Q19912582,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Saints,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115,Bequest,Benjamin Altman
279,29.100.104,0,0,1,437146,,European Paintings,1929.0,Painting,Portrait of a Woman,,,,,,10806,Artist, ,Francesco Montemezzano,"Italian, Venetian, ca. 1540–after 1602", ,"Montemezzano, Francesco",Italian,1540      ,1602      ,,http://vocab.getty.edu/page/ulan/500026508,https://www.wikidata.org/wiki/Q3081023,,1560,1602,Oil on canvas,"46 3/4 x 39 in. (118.7 x 99.1 cm), including added strip of 5 1/2 in. (14 cm) at top","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437146,https://www.wikidata.org/wiki/Q19912383,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Dogs,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144,Collection,Mrs. H. O. Havemeyer
280,12.61,0,1,1,437156,608.0,European Paintings,1912.0,Painting,The Entombment,,,,,,16214,Artist, ,Moretto da Brescia (Alessandro Bonvicino),"Italian, Brescia ca. 1498–1554 Brescia", ,Moretto da Brescia (Alessandro Bonvicino),Italian,1498      ,1554      ,,http://vocab.getty.edu/page/ulan/500007609,https://www.wikidata.org/wiki/Q954504,1554,1554,1554,Oil on canvas,94 1/2 x 74 1/2 in. (240 x 189.2 cm),"John Stewart Kennedy Fund, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437156,https://www.wikidata.org/wiki/Q19904833,,"Metropolitan Museum of Art, New York, NY",Sadness|Mary Magdalene|Entombment|Christ|Virgin Mary,http://vocab.getty.edu/page/aat/300055166|http://vocab.getty.edu/page/ia/901000161|http://vocab.getty.edu/page/ia/901001053|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q169251|https://www.wikidata.org/wiki/Q63070|https://www.wikidata.org/wiki/Q51637|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345,Purchase,John Stewart Kennedy Fund
281,11.53,0,1,1,437157,,European Paintings,1911.0,Painting,Christ in the Wilderness,,,,,,16214,Artist, ,Moretto da Brescia (Alessandro Bonvicino),"Italian, Brescia ca. 1498–1554 Brescia", ,Moretto da Brescia (Alessandro Bonvicino),Italian,1498      ,1554      ,,http://vocab.getty.edu/page/ulan/500007609,https://www.wikidata.org/wiki/Q954504,ca. 1515–20,1515,1520,Oil on canvas,18 x 21 3/4 in. (45.7 x 55.2 cm),"Rogers Fund, 1911",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437157,https://www.wikidata.org/wiki/Q19911611,,"Metropolitan Museum of Art, New York, NY",Bears|Birds|Deer|Foxes|Lions|Angels|Christ,http://vocab.getty.edu/page/aat/300266516|http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300250308|http://vocab.getty.edu/page/aat/300266520|http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q30090244|https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q685795|https://www.wikidata.org/wiki/Q8331|https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q642420,Purchase,Rogers Fund
282,28.79,0,1,1,437158,626.0,European Paintings,1928.0,Painting,Portrait of a Man,,,,,,16214,Artist, ,Moretto da Brescia (Alessandro Bonvicino),"Italian, Brescia ca. 1498–1554 Brescia", ,Moretto da Brescia (Alessandro Bonvicino),Italian,1498      ,1554      ,,http://vocab.getty.edu/page/ulan/500007609,https://www.wikidata.org/wiki/Q954504,ca. 1520–25,1520,1525,Oil on canvas,34 1/4 x 32 in. (87 x 81.3 cm),"Rogers Fund, 1928",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437158,https://www.wikidata.org/wiki/Q19911585,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,Purchase,Rogers Fund
